Class,Weapon,Attachment,Attachment Type,Unlock
All,QBU-88,Tactical Light,Accessory,BattlePack
All,QBU-88,Tri Beam Laser,Accessory,BattlePack
All,QBU-88,ACOG (4X),Optic,BattlePack
All,QBU-88,FLIR (IR 2X),Optic,BattlePack
All,QBU-88,Holo (1X),Optic,BattlePack
All,QBU-88,Flash Hider,Barrel,BattlePack
All,QBU-88,Green Laser Sight,Optic,BattlePack
All,QBU-88,IRNV (IR 1X),Optic,BattlePack
All,QBU-88,Kobra (RDS),Optic,BattlePack
All,QBU-88,M145 (3.4X),Optic,BattlePack
All,QBU-88,Laser/Light Combo,Accessory,BattlePack
All,QBU-88,PKA-S (1X),Optic,BattlePack
All,QBU-88,PK-A (3.4X),Optic,BattlePack
All,QBU-88,PSO-1 (4X),Optic,BattlePack
All,QBU-88,Reflex (RDS),Optic,BattlePack
All,M39 EMR,Iron Sights,Optic,Default
All,M39 EMR,ACOG (4X),Optic,10 Kills
All,M39 EMR,Canted Iron Sights,Accessory,20 Kills
All,M39 EMR,Angled Grip,Underbarrel,30 Kills
All,M39 EMR,Heavy Barrel,Barrel,40 Kills
All,M39 EMR,Reflex (RDS),Optic,50 Kills
All,M39 EMR,Laser Sight,Accessory,60 Kills
All,M39 EMR,ERGO Grip,Underbarrel,70 Kills
All,M39 EMR,Suppressor,Barrel,80 Kills
All,M39 EMR,Holo (1X),Optic,90 Kills
All,M39 EMR,Magnifier (2X),Accessory,100 Kills
All,M39 EMR,Stubby Grip,Underbarrel,110 Kills
All,M39 EMR,Muzzle Brake,Barrel,120 Kills
All,M39 EMR,M145 (3.4X),Optic,130 Kills
All,M39 EMR,Flash Light,Accessory,140 Kills
All,M39 EMR,Bipod,Underbarrel,150 Kills
All,M39 EMR,Compensator,Barrel,160 Kills
All,M39 EMR,FLIR (IR 2X),Optic,BattlePack
All,M39 EMR,PRISMA (3.4X),Optic,BattlePack
All,M39 EMR,JGM-4 (4X),Optic,BattlePack
All,M39 EMR,Coyote (RDS),Optic,BattlePack
All,M39 EMR,Flash Hider,Barrel,BattlePack
All,M39 EMR,Folding Grip,Underbarrel,BattlePack
All,M39 EMR,Potato Grip,Underbarrel,BattlePack
All,M39 EMR,Vertical Grip,Underbarrel,BattlePack
All,M39 EMR,Green Laser Sight,Optic,BattlePack
All,M39 EMR,IRNV (IR 1X),Optic,BattlePack
All,M39 EMR,Kobra (RDS),Optic,BattlePack
All,M39 EMR,LS06 Suppressor,Barrel,BattlePack
All,M39 EMR,PBS-4 Suppressor,Barrel,BattlePack
All,M39 EMR,Laser/Light Combo,Accessory,BattlePack
All,M39 EMR,PKA-S (1X),Optic,BattlePack
All,M39 EMR,PK-A (3.4X),Optic,BattlePack
All,M39 EMR,PSO-1 (4X),Optic,BattlePack
All,M39 EMR,R2 Suppressor,Barrel,BattlePack
All,M39 EMR,Tactical Light,Accessory,BattlePack
All,M39 EMR,Tri Beam Laser,Accessory,BattlePack
All,M39 EMR,HD-33 (1X),Optic,BattlePack
All,ACE 53 SV,Iron Sights,Optic,Default
All,ACE 53 SV,JGM-4 (4X),Optic,10 Kills
All,ACE 53 SV,Canted Iron Sights,Accessory,20 Kills
All,ACE 53 SV,Angled Grip,Underbarrel,30 Kills
All,ACE 53 SV,Heavy Barrel,Barrel,40 Kills
All,ACE 53 SV,Coyote (RDS),Optic,50 Kills
All,ACE 53 SV,Laser Sight,Accessory,60 Kills
All,ACE 53 SV,ERGO Grip,Underbarrel,70 Kills
All,ACE 53 SV,LS06 Suppressor,Barrel,80 Kills
All,ACE 53 SV,HD-33 (1X),Optic,90 Kills
All,ACE 53 SV,Magnifier (2X),Accessory,100 Kills
All,ACE 53 SV,Stubby Grip,Underbarrel,110 Kills
All,ACE 53 SV,Muzzle Brake,Barrel,120 Kills
All,ACE 53 SV,PRISMA (3.4X),Optic,130 Kills
All,ACE 53 SV,Flash Light,Accessory,140 Kills
All,ACE 53 SV,Bipod,Underbarrel,150 Kills
All,ACE 53 SV,Compensator,Barrel,160 Kills
All,ACE 53 SV,Folding Grip,Underbarrel,BattlePack
All,ACE 53 SV,Potato Grip,Underbarrel,BattlePack
All,ACE 53 SV,Vertical Grip,Underbarrel,BattlePack
All,ACE 53 SV,PBS-4 Suppressor,Barrel,BattlePack
All,ACE 53 SV,R2 Suppressor,Barrel,BattlePack
All,ACE 53 SV,Suppressor,Barrel,BattlePack
All,ACE 53 SV,Tactical Light,Accessory,BattlePack
All,ACE 53 SV,Tri Beam Laser,Accessory,BattlePack
All,ACE 53 SV,ACOG (4X),Optic,BattlePack
All,ACE 53 SV,FLIR (IR 2X),Optic,BattlePack
All,ACE 53 SV,Holo (1X),Optic,BattlePack
All,ACE 53 SV,Flash Hider,Barrel,BattlePack
All,ACE 53 SV,Green Laser Sight,Optic,BattlePack
All,ACE 53 SV,IRNV (IR 1X),Optic,BattlePack
All,ACE 53 SV,Kobra (RDS),Optic,BattlePack
All,ACE 53 SV,M145 (3.4X),Optic,BattlePack
All,ACE 53 SV,Laser/Light Combo,Accessory,BattlePack
All,ACE 53 SV,PKA-S (1X),Optic,BattlePack
All,ACE 53 SV,PK-A (3.4X),Optic,BattlePack
All,ACE 53 SV,PSO-1 (4X),Optic,BattlePack
All,ACE 53 SV,Reflex (RDS),Optic,BattlePack
All,SCAR-H SV,Iron Sights,Optic,Default
All,SCAR-H SV,ACOG (4X),Optic,10 Kills
All,SCAR-H SV,Canted Iron Sights,Accessory,20 Kills
All,SCAR-H SV,Angled Grip,Underbarrel,30 Kills
All,SCAR-H SV,Heavy Barrel,Barrel,40 Kills
All,SCAR-H SV,Reflex (RDS),Optic,50 Kills
All,SCAR-H SV,Laser Sight,Accessory,60 Kills
All,SCAR-H SV,ERGO Grip,Underbarrel,70 Kills
All,SCAR-H SV,Suppressor,Barrel,80 Kills
All,SCAR-H SV,Holo (1X),Optic,90 Kills
All,SCAR-H SV,Magnifier (2X),Accessory,100 Kills
All,SCAR-H SV,Stubby Grip,Underbarrel,110 Kills
All,SCAR-H SV,Muzzle Brake,Barrel,120 Kills
All,SCAR-H SV,M145 (3.4X),Optic,130 Kills
All,SCAR-H SV,Flash Light,Accessory,140 Kills
All,SCAR-H SV,Bipod,Underbarrel,150 Kills
All,SCAR-H SV,Compensator,Barrel,160 Kills
All,SCAR-H SV,FLIR (IR 2X),Optic,BattlePack
All,SCAR-H SV,PRISMA (3.4X),Optic,BattlePack
All,SCAR-H SV,JGM-4 (4X),Optic,BattlePack
All,SCAR-H SV,Coyote (RDS),Optic,BattlePack
All,SCAR-H SV,Flash Hider,Barrel,BattlePack
All,SCAR-H SV,Folding Grip,Underbarrel,BattlePack
All,SCAR-H SV,Potato Grip,Underbarrel,BattlePack
All,SCAR-H SV,Vertical Grip,Underbarrel,BattlePack
All,SCAR-H SV,Green Laser Sight,Optic,BattlePack
All,SCAR-H SV,IRNV (IR 1X),Optic,BattlePack
All,SCAR-H SV,Kobra (RDS),Optic,BattlePack
All,SCAR-H SV,LS06 Suppressor,Barrel,BattlePack
All,SCAR-H SV,PBS-4 Suppressor,Barrel,BattlePack
All,SCAR-H SV,Laser/Light Combo,Accessory,BattlePack
All,SCAR-H SV,PKA-S (1X),Optic,BattlePack
All,SCAR-H SV,PK-A (3.4X),Optic,BattlePack
All,SCAR-H SV,PSO-1 (4X),Optic,BattlePack
All,SCAR-H SV,R2 Suppressor,Barrel,BattlePack
All,SCAR-H SV,Tactical Light,Accessory,BattlePack
All,SCAR-H SV,Tri Beam Laser,Accessory,BattlePack
All,SCAR-H SV,HD-33 (1X),Optic,BattlePack
Handgun,P226,Iron Sights,Optic,Default
Handgun,P226,Flash Light,Accessory,10 Kills
Handgun,P226,Muzzle Brake,Barrel,20 Kills
Handgun,P226,Ghost Ring,Optic,30 Kills
Handgun,P226,Compensator,Barrel,40 Kills
Handgun,P226,Mini (RDS),Optic,50 Kills
Handgun,P226,Laser Sight,Accessory,60 Kills
Handgun,P226,Suppressor,Barrel,70 Kills
Handgun,P226,Delta (RDS),Optic,80 Kills
Handgun,P226,Heavy Barrel,Barrel,90 Kills
Handgun,P226,Flash Hider,Barrel,BattlePack
Handgun,P226,Green Laser Sight,Optic,BattlePack
Handgun,P226,Laser/Light Combo,Accessory,BattlePack
Handgun,P226,QSW-06 Suppressor,Barrel,BattlePack
Handgun,P226,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,P226,Tactical Light,Accessory,BattlePack
Handgun,P226,Tri Beam Laser,Accessory,BattlePack
Handgun,M9,Iron Sights,Optic,Default
Handgun,M9,Flash Light,Accessory,10 Kills
Handgun,M9,Muzzle Brake,Barrel,20 Kills
Handgun,M9,Ghost Ring,Optic,30 Kills
Handgun,M9,Compensator,Barrel,40 Kills
Handgun,M9,Mini (RDS),Optic,50 Kills
Handgun,M9,Laser Sight,Accessory,60 Kills
Handgun,M9,Suppressor,Barrel,70 Kills
Handgun,M9,Delta (RDS),Optic,80 Kills
Handgun,M9,Heavy Barrel,Barrel,90 Kills
Handgun,M9,Flash Hider,Barrel,BattlePack
Handgun,M9,Green Laser Sight,Optic,BattlePack
Handgun,M9,Laser/Light Combo,Accessory,BattlePack
Handgun,M9,QSW-06 Suppressor,Barrel,BattlePack
Handgun,M9,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,M9,Tactical Light,Accessory,BattlePack
Handgun,M9,Tri Beam Laser,Accessory,BattlePack
Handgun,QSZ-92,Iron Sights,Optic,Default
Handgun,QSZ-92,Flash Light,Accessory,10 Kills
Handgun,QSZ-92,Muzzle Brake,Barrel,20 Kills
Handgun,QSZ-92,Ghost Ring,Optic,30 Kills
Handgun,QSZ-92,Compensator,Barrel,40 Kills
Handgun,QSZ-92,Mini (RDS),Optic,50 Kills
Handgun,QSZ-92,Laser Sight,Accessory,60 Kills
Handgun,QSZ-92,QSW-06 Suppressor,Barrel,70 Kills
Handgun,QSZ-92,Delta (RDS),Optic,80 Kills
Handgun,QSZ-92,Heavy Barrel,Barrel,90 Kills
Handgun,QSZ-92,Flash Hider,Barrel,BattlePack
Handgun,QSZ-92,Green Laser Sight,Optic,BattlePack
Handgun,QSZ-92,Laser/Light Combo,Accessory,BattlePack
Handgun,QSZ-92,Suppressor,Barrel,BattlePack
Handgun,QSZ-92,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,QSZ-92,Tactical Light,Accessory,BattlePack
Handgun,QSZ-92,Tri Beam Laser,Accessory,BattlePack
Handgun,MP443,Iron Sights,Optic,Default
Handgun,MP443,Flash Light,Accessory,10 Kills
Handgun,MP443,Muzzle Brake,Barrel,20 Kills
Handgun,MP443,Ghost Ring,Optic,30 Kills
Handgun,MP443,Compensator,Barrel,40 Kills
Handgun,MP443,Mini (RDS),Optic,50 Kills
Handgun,MP443,Laser Sight,Accessory,60 Kills
Handgun,MP443,TGPA-5 Suppressor,Barrel,70 Kills
Handgun,MP443,Delta (RDS),Optic,80 Kills
Handgun,MP443,Heavy Barrel,Barrel,90 Kills
Handgun,MP443,Flash Hider,Barrel,BattlePack
Handgun,MP443,Green Laser Sight,Optic,BattlePack
Handgun,MP443,Laser/Light Combo,Accessory,BattlePack
Handgun,MP443,Suppressor,Barrel,BattlePack
Handgun,MP443,QSW-06 Suppressor,Barrel,BattlePack
Handgun,MP443,Tactical Light,Accessory,BattlePack
Handgun,MP443,Tri Beam Laser,Accessory,BattlePack
Handgun,Shorty 12G,Iron Sights,Optic,Default
Handgun,Shorty 12G,Flash Light,Accessory,10 Kills
Handgun,Shorty 12G,Muzzle Brake,Barrel,20 Kills
Handgun,Shorty 12G,Ghost Ring,Optic,30 Kills
Handgun,Shorty 12G,Compensator,Barrel,40 Kills
Handgun,Shorty 12G,Mini (RDS),Optic,50 Kills
Handgun,Shorty 12G,Laser Sight,Accessory,60 Kills
Handgun,Shorty 12G,Duckbill,Barrel,70 Kills
Handgun,Shorty 12G,Delta (RDS),Optic,80 Kills
Handgun,Shorty 12G,Green Laser Sight,Optic,BattlePack
Handgun,Shorty 12G,Laser/Light Combo,Accessory,BattlePack
Handgun,Shorty 12G,Tactical Light,Accessory,BattlePack
Handgun,Shorty 12G,Tri Beam Laser,Accessory,BattlePack
Handgun,G18,Iron Sights,Optic,Default
Handgun,G18,Flash Light,Accessory,10 Kills
Handgun,G18,Muzzle Brake,Barrel,20 Kills
Handgun,G18,Ghost Ring,Optic,30 Kills
Handgun,G18,Compensator,Barrel,40 Kills
Handgun,G18,Mini (RDS),Optic,50 Kills
Handgun,G18,Laser Sight,Accessory,60 Kills
Handgun,G18,Suppressor,Barrel,70 Kills
Handgun,G18,Delta (RDS),Optic,80 Kills
Handgun,G18,Heavy Barrel,Barrel,90 Kills
Handgun,G18,Flash Hider,Barrel,BattlePack
Handgun,G18,Green Laser Sight,Optic,BattlePack
Handgun,G18,Laser/Light Combo,Accessory,BattlePack
Handgun,G18,QSW-06 Suppressor,Barrel,BattlePack
Handgun,G18,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,G18,Tactical Light,Accessory,BattlePack
Handgun,G18,Tri Beam Laser,Accessory,BattlePack
Handgun,FN57,Iron Sights,Optic,Default
Handgun,FN57,Flash Light,Accessory,10 Kills
Handgun,FN57,Muzzle Brake,Barrel,20 Kills
Handgun,FN57,Ghost Ring,Optic,30 Kills
Handgun,FN57,Compensator,Barrel,40 Kills
Handgun,FN57,Mini (RDS),Optic,50 Kills
Handgun,FN57,Laser Sight,Accessory,60 Kills
Handgun,FN57,Suppressor,Barrel,70 Kills
Handgun,FN57,Delta (RDS),Optic,80 Kills
Handgun,FN57,Heavy Barrel,Barrel,90 Kills
Handgun,FN57,Flash Hider,Barrel,BattlePack
Handgun,FN57,Green Laser Sight,Optic,BattlePack
Handgun,FN57,Laser/Light Combo,Accessory,BattlePack
Handgun,FN57,QSW-06 Suppressor,Barrel,BattlePack
Handgun,FN57,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,FN57,Tactical Light,Accessory,BattlePack
Handgun,FN57,Tri Beam Laser,Accessory,BattlePack
Handgun,M1911,Iron Sights,Optic,Default
Handgun,M1911,Scope (3X),Optic,Default
Handgun,M1911,Flash Light,Accessory,10 Kills
Handgun,M1911,Muzzle Brake,Barrel,20 Kills
Handgun,M1911,Ghost Ring,Optic,30 Kills
Handgun,M1911,Compensator,Barrel,40 Kills
Handgun,M1911,Mini (RDS),Optic,50 Kills
Handgun,M1911,Laser Sight,Accessory,60 Kills
Handgun,M1911,Suppressor,Barrel,70 Kills
Handgun,M1911,Delta (RDS),Optic,80 Kills
Handgun,M1911,Heavy Barrel,Barrel,90 Kills
Handgun,M1911,Flash Hider,Barrel,BattlePack
Handgun,M1911,Green Laser Sight,Optic,BattlePack
Handgun,M1911,Laser/Light Combo,Accessory,BattlePack
Handgun,M1911,QSW-06 Suppressor,Barrel,BattlePack
Handgun,M1911,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,M1911,Tactical Light,Accessory,BattlePack
Handgun,M1911,Tri Beam Laser,Accessory,BattlePack
Handgun,M1911,Scope (3X),Optic,BattlePack
Handgun,93R,Iron Sights,Optic,Default
Handgun,93R,Flash Light,Accessory,10 Kills
Handgun,93R,Muzzle Brake,Barrel,20 Kills
Handgun,93R,Ghost Ring,Optic,30 Kills
Handgun,93R,Compensator,Barrel,40 Kills
Handgun,93R,Mini (RDS),Optic,50 Kills
Handgun,93R,Laser Sight,Accessory,60 Kills
Handgun,93R,Suppressor,Barrel,70 Kills
Handgun,93R,Delta (RDS),Optic,80 Kills
Handgun,93R,Heavy Barrel,Barrel,90 Kills
Handgun,93R,Flash Hider,Barrel,BattlePack
Handgun,93R,Green Laser Sight,Optic,BattlePack
Handgun,93R,Laser/Light Combo,Accessory,BattlePack
Handgun,93R,QSW-06 Suppressor,Barrel,BattlePack
Handgun,93R,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,93R,Tactical Light,Accessory,BattlePack
Handgun,93R,Tri Beam Laser,Accessory,BattlePack
Handgun,CZ-75,Iron Sights,Optic,Default
Handgun,CZ-75,Flash Light,Accessory,10 Kills
Handgun,CZ-75,Muzzle Brake,Barrel,20 Kills
Handgun,CZ-75,Ghost Ring,Optic,30 Kills
Handgun,CZ-75,Compensator,Barrel,40 Kills
Handgun,CZ-75,Mini (RDS),Optic,50 Kills
Handgun,CZ-75,Laser Sight,Accessory,60 Kills
Handgun,CZ-75,TGPA-5 Suppressor,Barrel,70 Kills
Handgun,CZ-75,Delta (RDS),Optic,80 Kills
Handgun,CZ-75,Heavy Barrel,Barrel,90 Kills
Handgun,CZ-75,Flash Hider,Barrel,BattlePack
Handgun,CZ-75,Green Laser Sight,Optic,BattlePack
Handgun,CZ-75,Laser/Light Combo,Accessory,BattlePack
Handgun,CZ-75,QSW-06 Suppressor,Barrel,BattlePack
Handgun,CZ-75,Suppressor,Barrel,BattlePack
Handgun,CZ-75,Tactical Light,Accessory,BattlePack
Handgun,CZ-75,Tri Beam Laser,Accessory,BattlePack
Handgun,.44 Magnum,Iron Sights,Optic,Default
Handgun,.44 Magnum,Flash Light,Accessory,10 Kills
Handgun,.44 Magnum,Muzzle Brake,Barrel,20 Kills
Handgun,.44 Magnum,Ghost Ring,Optic,30 Kills
Handgun,.44 Magnum,Compensator,Barrel,40 Kills
Handgun,.44 Magnum,Mini (RDS),Optic,50 Kills
Handgun,.44 Magnum,Laser Sight,Accessory,60 Kills
Handgun,.44 Magnum,Delta (RDS),Optic,70 Kills
Handgun,.44 Magnum,Heavy Barrel,Barrel,80 Kills
Handgun,.44 Magnum,Flash Hider,Barrel,BattlePack
Handgun,.44 Magnum,Green Laser Sight,Optic,BattlePack
Handgun,.44 Magnum,Laser/Light Combo,Accessory,BattlePack
Handgun,.44 Magnum,Tactical Light,Accessory,BattlePack
Handgun,.44 Magnum,Tri Beam Laser,Accessory,BattlePack
Handgun,.44 Magnum,Scope (3X),Optic,BattlePack
Handgun,Compact 45,Iron Sights,Optic,Default
Handgun,Compact 45,Flash Light,Accessory,10 Kills
Handgun,Compact 45,Muzzle Brake,Barrel,20 Kills
Handgun,Compact 45,Ghost Ring,Optic,30 Kills
Handgun,Compact 45,Compensator,Barrel,40 Kills
Handgun,Compact 45,Mini (RDS),Optic,50 Kills
Handgun,Compact 45,Laser Sight,Accessory,60 Kills
Handgun,Compact 45,Suppressor,Barrel,70 Kills
Handgun,Compact 45,Delta (RDS),Optic,80 Kills
Handgun,Compact 45,Heavy Barrel,Barrel,90 Kills
Handgun,Compact 45,Flash Hider,Barrel,BattlePack
Handgun,Compact 45,Green Laser Sight,Optic,BattlePack
Handgun,Compact 45,Laser/Light Combo,Accessory,BattlePack
Handgun,Compact 45,QSW-06 Suppressor,Barrel,BattlePack
Handgun,Compact 45,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,Compact 45,Tactical Light,Accessory,BattlePack
Handgun,Compact 45,Tri Beam Laser,Accessory,BattlePack
Handgun,M412 REX,Iron Sights,Optic,Default
Handgun,M412 REX,Flash Light,Accessory,10 Kills
Handgun,M412 REX,Muzzle Brake,Barrel,20 Kills
Handgun,M412 REX,Ghost Ring,Optic,30 Kills
Handgun,M412 REX,Compensator,Barrel,40 Kills
Handgun,M412 REX,Mini (RDS),Optic,50 Kills
Handgun,M412 REX,Laser Sight,Accessory,60 Kills
Handgun,M412 REX,Delta (RDS),Optic,70 Kills
Handgun,M412 REX,Heavy Barrel,Barrel,80 Kills
Handgun,M412 REX,Flash Hider,Barrel,BattlePack
Handgun,M412 REX,Green Laser Sight,Optic,BattlePack
Handgun,M412 REX,Laser/Light Combo,Accessory,BattlePack
Handgun,M412 REX,Tactical Light,Accessory,BattlePack
Handgun,M412 REX,Tri Beam Laser,Accessory,BattlePack
Handgun,SW40,Iron Sights,Optic,Default
Handgun,SW40,Flash Light,Accessory,10 Kills
Handgun,SW40,Muzzle Brake,Barrel,20 Kills
Handgun,SW40,Ghost Ring,Optic,30 Kills
Handgun,SW40,Compensator,Barrel,40 Kills
Handgun,SW40,Mini (RDS),Optic,50 Kills
Handgun,SW40,Laser Sight,Accessory,60 Kills
Handgun,SW40,Delta (RDS),Optic,70 Kills
Handgun,SW40,Heavy Barrel,Barrel,80 Kills
Handgun,SW40,Flash Hider,Barrel,BattlePack
Handgun,SW40,Green Laser Sight,Optic,BattlePack
Handgun,SW40,Laser/Light Combo,Accessory,BattlePack
Handgun,SW40,Tactical Light,Accessory,BattlePack
Handgun,SW40,Tri Beam Laser,Accessory,BattlePack
Handgun,Unica 6,Iron Sights,Optic,Default
Handgun,Unica 6,Flash Light,Accessory,10 Kills
Handgun,Unica 6,Muzzle Brake,Barrel,20 Kills
Handgun,Unica 6,Ghost Ring,Optic,30 Kills
Handgun,Unica 6,Compensator,Barrel,40 Kills
Handgun,Unica 6,Mini (RDS),Optic,50 Kills
Handgun,Unica 6,Laser Sight,Accessory,60 Kills
Handgun,Unica 6,Delta (RDS),Optic,70 Kills
Handgun,Unica 6,Heavy Barrel,Barrel,80 Kills
Handgun,Unica 6,Flash Hider,Barrel,BattlePack
Handgun,Unica 6,Green Laser Sight,Optic,BattlePack
Handgun,Unica 6,Laser/Light Combo,Accessory,BattlePack
Handgun,Unica 6,Tactical Light,Accessory,BattlePack
Handgun,Unica 6,Tri Beam Laser,Accessory,BattlePack
Handgun,Unica 6,Scope (3X),Optic,BattlePack
Handgun,DEagle 44,Iron Sights,Optic,Default
Handgun,DEagle 44,Flash Light,Accessory,10 Kills
Handgun,DEagle 44,Muzzle Brake,Barrel,20 Kills
Handgun,DEagle 44,Ghost Ring,Optic,30 Kills
Handgun,DEagle 44,Compensator,Barrel,40 Kills
Handgun,DEagle 44,Mini (RDS),Optic,50 Kills
Handgun,DEagle 44,Laser Sight,Accessory,60 Kills
Handgun,DEagle 44,Suppressor,Barrel,70 Kills
Handgun,DEagle 44,Delta (RDS),Optic,80 Kills
Handgun,DEagle 44,Heavy Barrel,Barrel,90 Kills
Handgun,DEagle 44,Flash Hider,Barrel,BattlePack
Handgun,DEagle 44,Green Laser Sight,Optic,BattlePack
Handgun,DEagle 44,Laser/Light Combo,Accessory,BattlePack
Handgun,DEagle 44,QSW-06 Suppressor,Barrel,BattlePack
Handgun,DEagle 44,Tactical Light,Accessory,BattlePack
Handgun,DEagle 44,TGPA-5 Suppressor,Barrel,BattlePack
Handgun,DEagle 44,Tri Beam Laser,Accessory,BattlePack
Granade,M67 Frag,,,
Granade,V40 Mini,,,
Granade,RGO Impact,,,
Granade,M34 Incendiary,,,
Granade,M18 Smoke,,,
Granade,M84 Flashbang,,,
Granade,Hand Flare,,,
Assault_gadgets,First Aid Pack,,,
Assault_gadgets,M320 HE,,,
Assault_gadgets,Defibrillator,,,
Assault_gadgets,M26 MASS,,,
Assault_gadgets,Offensive,,,
Assault_gadgets,M320 SMK,,,
Assault_gadgets,M26 DART,,,
Assault_gadgets,Combat Medic,,,
Assault_gadgets,M320 DART,,,
Assault_gadgets,M26 SLUG,,,
Assault_gadgets,Medic Bag,,,
Assault_gadgets,M26 FRAG,,,
Assault_gadgets,M320 FB,,,
Assault_gadgets,Grenadier,,,
Assault_gadgets,M320 LVG,,,
Assault_gadgets,M320 3GL,,,
Assault_gadgets,DS-3 Decoy,,,
Engineer_gadgets,Repair Tool,,,
Engineer_gadgets,MBT LAW,,,
Engineer_gadgets,M15 AT Mine,,,
Engineer_gadgets,AK 5C,,,
Engineer_gadgets,FIM-92 Stinger,,,
Engineer_gadgets,Offensive,,,
Engineer_gadgets,RPG-7V2,,,
Engineer_gadgets,SA-18 IGLA,,,
Engineer_gadgets,Mechanic,,,
Engineer_gadgets,M2 Slam,,,
Engineer_gadgets,EOD Bot,,,
Engineer_gadgets,MK153 SMAW,,,
Engineer_gadgets,Anti-Tank,,,
Engineer_gadgets,FGM-148 Javelin,,,
Engineer_gadgets,FGM-172 SRAW,,,
Engineer_gadgets,AA Mine,,,
Engineer_gadgets,DS-3 Decoy,,,
Support_gadgets,Ammo Pack,,,
Support_gadgets,XM25 Airburst,,,
Support_gadgets,M18 Claymore,,,
Support_gadgets,QBS-09,,,
Support_gadgets,Offensive,,,
Support_gadgets,Ammo Box,,,
Support_gadgets,Indirect Fire,,,
Support_gadgets,XM25 Smoke,,,
Support_gadgets,M224 Mortar,,,
Support_gadgets,MP-APS,,,
Support_gadgets,Perimeter Defense,,,
Support_gadgets,XM25 Dart,,,
Support_gadgets,C4 Explosive,,,
Support_gadgets,UCAV,,,
Support_gadgets,Ballistic Shield,,,
Support_gadgets,DS-3 Decoy,,,
Recon_gadgets,PLD,,,
Recon_gadgets,C4 Explosive,,,
Recon_gadgets,Motion Sensor,,,
Recon_gadgets,RFB,,,
Recon_gadgets,Offensive,,,
Recon_gadgets,Radio Beacon,,,
Recon_gadgets,Spec Ops,,,
Recon_gadgets,T-UGS,,,
Recon_gadgets,SOFLAM,,,
Recon_gadgets,Sniper,,,
Recon_gadgets,MAV,,,
Recon_gadgets,M18 Claymore,,,
Recon_gadgets,SUAV,,,
Recon_gadgets,DS-3 Decoy,,,
